r_mean,r_median,r_std,g_mean,g_median,g_std,b_mean,b_median,b_std,green_coverage,hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,sobel_mean,sobel_std,canny_mean,canny_std,binary_mean,binary_std,lbp_mean,lbp_std,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,contrast,dissimilarity,homogeneity,energy,glcm_corre,ASM,entropy,image_id,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Total_g,Dry_Green_g,Dry_Dead_g,Dry_Clover_g,GDM_g
107.2422455,89.0,71.09975661433542,115.032208,100.0,70.10019563913309,77.6606445,56.0,66.9688614532502,0.581676,38.617618,26.376145719306226,113.471898,66.5579211159543,119.8887345,70.29507691501952,198.2987678114206,185.68553219212387,66.8919825,112.17360747840682,90.1219725,121.89804370952487,5.95941162109375,3.4761543714796583,0.1208038330078125,0.1108551025390625,0.035247802734375,0.0225982666015625,0.0213775634765625,0.0286102294921875,0.0378875732421875,0.1129608154296875,0.1232757568359375,0.386383056640625,5610.286951879722,56.00749872346378,0.028347528725462864,0.006135563564420627,0.36333854486739786,3.781098733240341e-05,10.471459053821244,ID21377800,2015/6/26,Tas,Ryegrass_Clover,0.59,4.0,37.9232,9.1208,28.3224,0.48,9.6008
104.393176,104.0,55.85495340283637,147.28853,154.0,56.693398120408155,54.167324,46.0,46.83645670499665,0.9686445,44.2909075,6.28637441825125,177.036732,54.42998627374597,147.6141505,56.64466655090618,155.61051171016507,151.89614641688775,63.1047225,110.04316532932879,126.3913875,127.49518021605698,5.8863677978515625,3.506948453296713,0.123992919921875,0.1127777099609375,0.0399322509765625,0.0248565673828125,0.0229339599609375,0.027069091796875,0.035400390625,0.108978271484375,0.1197052001953125,0.3843536376953125,3573.650575725209,45.323629568557315,0.030286498981215056,0.006381422946635333,0.33297473395468347,4.088356469130233e-05,10.301059682608251,ID1386202352,2015/5/19,Tas,Ryegrass_Clover,0.86,5.0,47.2383,35.0834,12.1549,0.0,35.0834
99.953462,92.0,58.910942202739854,128.420829,124.0,58.519776520017224,64.958032,52.0,54.305383063624326,0.9639015,43.6925755,6.359317390789656,149.237775,59.22494049004505,128.656717,58.53542529769397,182.20900461771015,156.95299602181302,69.8351925,113.71464275100172,98.8521525,124.23989227947979,5.9066619873046875,3.4813390014368255,0.1212005615234375,0.1119232177734375,0.0372772216796875,0.025146484375,0.0237274169921875,0.0288543701171875,0.0397491455078125,0.1108245849609375,0.1203765869140625,0.38092041015625,4157.746773672326,49.40862241987104,0.026047684940662348,0.006165216622372423,0.3185988901565559,3.8086279167633896e-05,10.378440845289205,ID1989506559,2015/11/10,Tas,Ryegrass_Clover,0.8,4.3333,51.6867,28.377,8.1077,15.202,43.579
135.4356665,135.0,53.85546299309643,140.512915,143.0,53.34736839060362,83.710224,78.0,53.20424888925531,0.5490185,31.554935,11.356526191832387,123.258494,56.23154310395516,146.54323,53.03700836366149,187.9710664741883,159.93554955217513,74.8311525,116.11305914074325,137.634465,127.0965877557843,5.9391021728515625,3.516471158526707,0.125091552734375,0.1138458251953125,0.036041259765625,0.022186279296875,0.0196990966796875,0.0242767333984375,0.03436279296875,0.110504150390625,0.11920166015625,0.3947906494140625,3666.4325521135816,46.65823307141878,0.026911287351212915,0.006470090892783196,0.23359129167510154,4.191346056535528e-05,10.296152307378676,ID1211362607,2015/2/24,NSW,Ryegrass,0.58,7.0,67.9,66.5554,1.3446,0.0,66.5554
108.8682285,96.0,66.67986938178407,145.273008,142.0,68.19707663552697,85.147302,68.0,63.60506112819006,0.960458,48.293011,7.9248684881125335,126.8249645,56.29792996259934,145.511043,68.02731976972302,109.32831347695006,143.27869075785742,40.02174,92.75669262846966,119.87601,127.27185382668037,5.6917877197265625,3.384128055374303,0.1057281494140625,0.1114349365234375,0.0486297607421875,0.0405120849609375,0.0454864501953125,0.044891357421875,0.0517425537109375,0.1094512939453125,0.1005706787109375,0.341552734375,2948.1130783085323,35.82543959955575,0.06980439492721704,0.007555144400311743,0.655695203837537,5.805849519643166e-05,10.168139499909078,ID1463690813,2015/4/1,NSW,Lucerne,0.84,35.0,58.2,58.2,0.0,0.0,58.2
130.4369935,130.0,48.716381281669086,129.177729,128.0,49.18287445242052,116.41547,116.0,49.220876350173825,0.3135865,66.288632,65.24596197136322,48.3133055,38.27384571954678,137.650903,48.337894050988524,167.77687310250224,151.57859746331886,68.435115,112.99375805741117,127.61781,127.49994557176836,5.95709228515625,3.510150562993258,0.125091552734375,0.1118621826171875,0.0353240966796875,0.0218048095703125,0.0197601318359375,0.025970458984375,0.03350830078125,0.110504150390625,0.119873046875,0.39630126953125,3215.3815448838204,42.04694301771394,0.033503968973094454,0.007289794511930281,0.2105198387360766,5.3224791328502926e-05,10.13954432928844,ID1513184765,2015/6/26,Tas,Ryegrass_Clover,0.41,1.0,11.1692,6.1574,5.0118,0.0,6.1574
85.011897,81.0,46.15868009877874,114.2802055,115.0,45.60513274158698,74.862745,72.0,43.98152296209142,0.966626,55.4834155,18.147859101127043,103.532902,46.498524390117986,114.729767,46.462518583539044,114.83502661074917,122.75229855407402,48.96204,100.43922958206325,67.1058,112.28887124893545,5.8573150634765625,3.458403137832852,0.1142730712890625,0.1118927001953125,0.041900634765625,0.031951904296875,0.031280517578125,0.034454345703125,0.0387725830078125,0.1053009033203125,0.1129302978515625,0.3772430419921875,2197.347511248784,34.05189234609547,0.04752742900689367,0.008143927128591829,0.4241444337559419,6.677286379590689e-05,9.914254984135697,ID1139918758,2015/8/21,WA,Clover,0.79,3.0,58.34,0.0,0.0,58.34,58.34
79.532961,62.0,58.990979518672845,88.59539,73.0,56.557267665154214,62.8907275,49.0,51.1840909758173,0.7292005,50.8431915,30.989415283195132,95.9707065,59.0737949042624,90.883097,57.375004206436394,141.99288015881618,161.9196403257,52.430295,103.05721416384675,44.35878,96.66326880936523,5.9855499267578125,3.4483389922881504,0.11175537109375,0.11114501953125,0.038482666015625,0.0269317626953125,0.0253448486328125,0.02728271484375,0.03564453125,0.1103057861328125,0.1251220703125,0.3879852294921875,3745.9813040366357,41.654093107231176,0.04302790827014281,0.009036894566967466,0.3618396144066523,8.21204465663299e-05,9.879881049062494,ID866684633,2015/7/8,WA,Clover,0.59,1.0,31.9,6.4772,0.0,25.4228,31.9
131.0243615,125.0,55.15811719064857,132.171826,125.0,54.09374629128329,76.809159,68.0,48.740699540658206,0.4587315,29.362306,9.578085579193997,129.29874,46.719522540501195,141.0587625,54.49698958170619,141.3663130571006,137.3840366696285,59.7767175,108.02688094833246,114.728325,126.8587179412372,5.835601806640625,3.452203050232677,0.11651611328125,0.110260009765625,0.0413360595703125,0.030548095703125,0.0326690673828125,0.0361175537109375,0.0411376953125,0.1084136962890625,0.11297607421875,0.370025634765625,2871.3132161311046,39.22780910587613,0.03790195201444856,0.0071635644924401,0.43965343333676854,5.156848638754651e-05,10.143926068986879,ID1634731537,2015/11/9,Tas,Clover,0.64,3.3333,26.8238,0.0,6.8619,19.9619,19.9619
89.485785,69.0,67.75838424825207,118.5547825,102.0,68.03601574076552,71.7425605,50.0,65.82646392146428,0.9288395,49.876894,13.276088577316887,131.29749,67.77529314359253,119.179298,67.96269642404717,193.5068992024392,187.60112357088127,62.28069,109.55679624342751,85.3376625,120.32700152723868,5.9499664306640625,3.470009932547538,0.120849609375,0.1107025146484375,0.03485107421875,0.021942138671875,0.0229339599609375,0.029022216796875,0.0385589599609375,0.1164093017578125,0.1219024658203125,0.3828277587890625,5582.355095577536,55.38971948891469,0.03158376868012828,0.006498448949749909,0.3269080124210053,4.250345237544163e-05,10.40647812657658,ID1421714468,2015/9/4,Tas,Ryegrass_Clover,0.85,4.5,63.1811,26.6001,36.581,0.0,26.6
80.9851845,78.0,58.523533821881955,117.029017,119.0,62.27075340008108,54.9851825,49.0,49.71839519676489,0.981969,48.307809,6.996891782750323,161.651274,61.41497540646681,117.1884525,62.327845407612536,116.11226461517283,149.33428979285392,38.378265,91.17876041375958,99.240645,124.32883356238797,5.7041473388671875,3.4093008680600954,0.1147613525390625,0.11102294921875,0.0414276123046875,0.035858154296875,0.0425262451171875,0.0438995361328125,0.0470123291015625,0.117462158203125,0.1054840087890625,0.340545654296875,3437.8045307246316,39.60027695177625,0.06351923081648181,0.009027691671742694,0.4866677873177039,8.337123854698071e-05,9.960569436603105,ID1051144034,2015/9/1,WA,SubcloverLosa,0.8,1.0,55.32,0.0,0.0,55.32,55.32
122.594191,126.0,50.02390967383016,141.6215005,150.0,50.483401664591696,112.58665,113.0,54.0083893092314,0.8273615,53.6088305,26.41057964002816,71.072349,45.50019112731506,143.681147,49.8821657385121,148.79073232328034,133.6763111014885,60.366405,108.39432836812068,146.6172225,126.05864430448825,5.8770751953125,3.4973258953340034,0.1197357177734375,0.1147308349609375,0.039825439453125,0.027435302734375,0.02679443359375,0.0301055908203125,0.0354766845703125,0.1046905517578125,0.113861083984375,0.3873443603515625,3234.498127237791,42.11337164492117,0.03647229994442685,0.007225391460892475,0.30473735098216964,5.247294572792375e-05,10.16232491759554,ID1148666289,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.81,3.5,39.9,21.4846,14.3231,4.0923,25.5769
102.932704,89.0,67.37041307019264,135.921344,127.0,66.43794586103385,58.826741,34.0,62.6322181414559,0.9808605,43.326042,5.3240358389323434,173.772858,67.32184061292318,136.032487,66.46223702671189,196.50470539023573,175.5305390594373,65.9089575,111.63688227357123,102.1143675,124.94726752744508,5.89630126953125,3.485003935819036,0.1245574951171875,0.1091156005859375,0.036468505859375,0.0251617431640625,0.0249481201171875,0.0295867919921875,0.038604736328125,0.1118621826171875,0.120880126953125,0.378814697265625,5667.873968411506,57.01931401084981,0.02653959936117327,0.005823602733854998,0.2989099551101143,3.4028807282622444e-05,10.508332016633897,ID50027657,2015/8/14,Vic,Phalaris_Clover,0.76,4.0,50.7,39.8357,3.6214,7.2429,47.0786
90.5959005,79.0,58.95452030246792,105.5972315,98.0,59.50811975718445,64.9966445,53.0,54.20718808645788,0.8164405,42.0398165,14.893862163533267,126.7907185,63.48549946841215,107.743728,59.776741636375725,167.30027687064162,155.28222022822402,62.0926275,109.44462354380983,73.5696675,115.53254622157101,5.92706298828125,3.470819873273772,0.116241455078125,0.1137847900390625,0.0374603271484375,0.0262908935546875,0.0265960693359375,0.02911376953125,0.035552978515625,0.1092987060546875,0.121826171875,0.3838348388671875,4208.118667009775,48.06325619954795,0.03197439102265251,0.006471666234298769,0.33194769648146066,4.210732548076964e-05,10.333674879910708,ID1988033238,2015/8/18,Vic,Phalaris_Clover,0.76,3.2,38.5,21.1479,12.4718,4.8803,26.0282
115.887155,117.0,55.46792867059282,149.4657055,155.0,54.32572075810195,63.353926,58.0,50.14872613922036,0.964417,41.5995065,5.308785403127324,164.953902,55.906730971989376,149.711532,54.291633298446435,168.51531398713095,147.87962701744516,66.7963575,112.121888082712,135.6702,127.23795751252851,5.886962890625,3.5127388784693907,0.1252899169921875,0.113311767578125,0.0396270751953125,0.022674560546875,0.0218963623046875,0.02740478515625,0.037078857421875,0.1085662841796875,0.1180267333984375,0.3861236572265625,3831.559809178173,47.1000361639782,0.028495562551816803,0.0063407645962787595,0.27341091467256506,4.028674113225309e-05,10.329633628407487,ID342818398,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,41.1,13.8948,3.1815,24.0237,37.9185
103.2475195,80.0,73.54629675651331,132.928378,118.0,71.10948269597465,88.8732815,65.0,72.53425244614958,0.9576435,51.879862,12.14713512977262,114.5412895,63.889572421305104,133.216839,71.1063010207118,187.77297221475231,199.5137389119804,58.5710775,107.26161309149235,100.5109275,124.61075381197944,5.883880615234375,3.4720835163820083,0.1215972900390625,0.1116943359375,0.035858154296875,0.0248260498046875,0.0270538330078125,0.0311279296875,0.042236328125,0.1103515625,0.12103271484375,0.3742218017578125,5528.70368356027,54.01133500337706,0.04011612456016364,0.006335225578058478,0.41077884518400315,4.0534869594685094e-05,10.445299851080737,ID397994621,2015/5/7,NSW,Fescue,0.86,9.0,81.0,81.0,0.0,0.0,81.0
102.2595545,99.0,60.13837073750443,139.4257195,142.0,60.92848715836724,58.601069,47.0,53.09381595870879,0.980017,44.2596155,5.541265856477176,170.3703155,59.59974279248576,139.549257,60.9626401228486,174.1214641302384,162.8915571911024,63.5823375,110.32126912130813,115.0829025,126.89391510106182,5.9118499755859375,3.503877415287222,0.122406005859375,0.113555908203125,0.0383148193359375,0.0245513916015625,0.0233612060546875,0.0266876220703125,0.0348663330078125,0.105438232421875,0.123504638671875,0.3873138427734375,4719.368982663387,52.317173382839556,0.026950266019244155,0.005838043278309807,0.2763482440672143,3.41926862961077e-05,10.462191319144065,ID1374789439,2015/7/1,Vic,Phalaris_Clover,0.74,4.0,24.4,21.6889,1.3556,1.3556,23.0444
96.557879,72.0,72.73373148011422,123.407083,102.0,70.95490373068736,55.3301605,23.0,64.7618968417714,0.968695,42.433767,6.023472934255703,176.71922,70.2209314847902,123.6271535,71.00679793503885,211.20732644074656,195.37914296503592,62.1737175,109.49304459521709,90.7793625,122.09768540637288,5.9007568359375,3.4888138295078157,0.127349853515625,0.108856201171875,0.034942626953125,0.02252197265625,0.0231781005859375,0.028961181640625,0.0382843017578125,0.114349365234375,0.127227783203125,0.37432861328125,6699.634095767117,60.97504158558682,0.029778699383055992,0.006714854338615489,0.2767969163235015,4.535455803144104e-05,10.3893277329287,ID1667778338,2015/8/14,Vic,Ryegrass_Clover,0.77,5.0,42.9,29.25,9.75,3.9,33.15
96.900259,85.0,67.88693303377993,123.6860235,115.0,66.78425089987496,76.8149125,63.0,64.69465355898696,0.945687,48.0662525,11.203985411729336,127.4164665,69.51818446388242,124.0531735,66.83448738547261,245.44585566632136,181.6150400441199,79.0455375,117.93394364573795,97.01475,123.80185593292815,5.947021484375,3.5126507787821786,0.1264495849609375,0.113037109375,0.0340118408203125,0.0216064453125,0.02001953125,0.023590087890625,0.0310211181640625,0.1128387451171875,0.1297149658203125,0.3877105712890625,6206.953481144282,61.03548620123584,0.021905674079241044,0.005621106087743129,0.22277811197415795,3.162224528517614e-05,10.553407628065763,ID1954669045,2015/6/30,Vic,Phalaris_Clover,0.78,2.8,36.1,18.772,10.469,6.859,25.631
104.4073225,105.0,52.92537578403195,149.534171,157.0,53.755356787419416,55.5004585,50.0,44.2727897787092,0.999048,44.947766,3.8812320993782383,176.0150635,49.66865572562809,149.5408585,53.75487034290918,113.76319152978307,131.43880598193937,43.8180525,96.19553868349219,131.11386,127.44877408551406,5.8090057373046875,3.4346053259913885,0.113311767578125,0.1119384765625,0.0405120849609375,0.03289794921875,0.03509521484375,0.0399932861328125,0.04559326171875,0.1085662841796875,0.1053466796875,0.3667449951171875,2770.3341890440033,36.76869238994749,0.052371486481669345,0.0075061137838149,0.4568983219614966,5.713856813717468e-05,10.125316801609175,ID152157478,2015/9/29,Vic,Ryegrass_Clover,0.84,17.0,107.44,64.3724,7.9034,35.1643,99.5366
105.413293,85.0,71.16936519244885,124.250446,110.0,71.11288597575748,72.827509,47.0,69.84969705628592,0.836453,41.2878465,11.983226689520555,136.830572,69.32572212500075,125.5305985,71.08541777841502,198.56076586367286,204.02364897881745,61.727085,109.2253342975098,92.41149,122.5766962598515,5.88427734375,3.4645648831174234,0.1230316162109375,0.1069488525390625,0.0378875732421875,0.025543212890625,0.02642822265625,0.031341552734375,0.0432281494140625,0.11309814453125,0.1209869384765625,0.3715057373046875,5617.457129170225,54.43827920752993,0.03775818425459864,0.006336136482805787,0.3753548959927506,4.035626072159951e-05,10.441976306794118,ID1139866256,2015/5/7,NSW,Fescue,0.66,13.0,157.9,74.0593,83.8407,0.0,74.0593
110.280224,93.0,66.06750579906755,124.4681075,109.0,66.19569936837622,92.304529,74.0,65.45511145119347,0.7926395,45.5503985,19.6537708847742,91.1405275,54.03224656186103,126.4716445,66.63376591462934,137.78554793962334,165.85065393895118,45.339765,97.49843990928663,104.499765,125.40828995702304,5.784576416015625,3.4200298469564125,0.1135101318359375,0.10968017578125,0.0426025390625,0.0332489013671875,0.037445068359375,0.03826904296875,0.0469512939453125,0.114349365234375,0.10882568359375,0.3551177978515625,4164.429535110388,45.22359676867879,0.04990314759877014,0.007020496157735876,0.4877253496215343,5.0098077069263725e-05,10.30104743731028,ID157479394,2015/2/24,NSW,Phalaris,0.69,37.0,134.2,129.3421,4.8579,0.0,129.3421
128.043647,131.0,49.87162880776394,148.320621,157.0,49.77769256579056,75.534068,74.0,46.7786194897987,0.827055,37.9125295,8.757999738046909,140.2293905,53.710208457038284,150.821541,49.414850706901035,175.03163309220977,147.6769284657358,73.5510525,115.52385495490634,150.75345,125.36158527674058,5.936431884765625,3.540573747836101,0.1285858154296875,0.115997314453125,0.0343475341796875,0.019195556640625,0.019256591796875,0.0247039794921875,0.03179931640625,0.1063385009765625,0.119537353515625,0.400238037109375,3352.3323928897844,44.75828560529689,0.026981544638695548,0.00706768282051268,0.17997929300514054,5.0000677313573875e-05,10.14661313269734,ID802547515,2015/5/19,Tas,Ryegrass_Clover,0.74,4.0,34.3138,18.9629,14.5984,0.7525,19.7154
123.5893255,113.0,66.05090444464064,125.9328155,116.0,64.85368189041358,74.339398,54.0,66.95069177385398,0.5122735,31.278064,12.053039011465282,138.4816455,69.30941972857896,132.1719965,64.71646994161523,187.11390794823083,166.7222741187901,65.78286,111.56722023166303,104.835345,125.4693724130753,5.9406890869140625,3.488560009685207,0.122711181640625,0.11016845703125,0.0366973876953125,0.0237884521484375,0.0218048095703125,0.0279388427734375,0.0361175537109375,0.111236572265625,0.122344970703125,0.3871917724609375,4669.454154082117,51.20556291451474,0.03145695475860837,0.006067527399199182,0.4032021071110715,3.6918277887143704e-05,10.461249464317842,ID1370004842,2015/10/6,NSW,Fescue,0.55,9.6667,77.8,55.8014,21.9986,0.0,55.8014
121.6395725,124.0,45.38410051457717,137.557969,144.0,54.383406031574,125.224328,128.0,50.536056088187344,0.6629325,80.259303,49.04131303252585,54.3118615,25.578844811774008,142.6342545,50.851053221435116,97.90846765125043,109.65903165350342,46.457685,98.42963567666382,139.947825,126.89090453129164,5.72747802734375,3.4109252371810053,0.106109619140625,0.11138916015625,0.0501708984375,0.0413818359375,0.0433502197265625,0.0423736572265625,0.0438995361328125,0.1030426025390625,0.1029052734375,0.355377197265625,1651.395956287925,27.654968236375904,0.06273257715093312,0.008489136011679051,0.656948565008481,7.265550830324435e-05,9.911640097747904,ID1982662138,2015/4/1,NSW,Lucerne,0.79,33.0,37.1,35.9406,1.1594,0.0,35.9406
114.7405935,110.0,73.65168469062847,135.5531945,130.0,71.9377987732817,100.0613435,92.0,73.43649874874899,0.8201785,56.7059105,27.900043671399327,105.1732315,59.50220767624854,139.512193,72.62625653529685,102.86539483162291,130.29952747471626,36.7792875,89.5879585853609,123.07524,127.42319843318326,5.7136688232421875,3.396834202145422,0.1078643798828125,0.1106719970703125,0.04827880859375,0.0394134521484375,0.041748046875,0.0436248779296875,0.0498809814453125,0.110198974609375,0.1024627685546875,0.345855712890625,3085.9832440951827,36.71732527754092,0.07251129893108028,0.008645156382172956,0.691324228503248,7.602331679591429e-05,10.074176340141506,ID576621307,2015/1/15,NSW,Lucerne,0.73,63.0,62.6,60.2,2.4,0.0,60.2
